,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///paste_bin/cli.py:66:26:66:42""]] should not be used.","/paste_bin/cli.py","66","26","66","42"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///paste_bin/core/helpers.py:78:30:78:46""]] should not be used.","/paste_bin/core/helpers.py","78","30","78","46"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///paste_bin/core/models.py:38:81:38:97""]] should not be used.","/paste_bin/core/models.py","38","81","38","97"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///paste_bin/core/models.py:70:19:70:35""]] should not be used.","/paste_bin/core/models.py","70","19","70","35"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///paste_bin/core/models.py:83:25:83:41""]] should not be used.","/paste_bin/core/models.py","83","25","83","41"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_cache.py:9:17:9:33""]] should not be used.","/tests/test_core/test_cache.py","9","17","9","33"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_cache.py:34:29:34:45""]] should not be used.","/tests/test_core/test_cache.py","34","29","34","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_cache.py:38:29:38:45""]] should not be used.","/tests/test_core/test_cache.py","38","29","38","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_cache.py:42:29:42:45""]] should not be used.","/tests/test_core/test_cache.py","42","29","42","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_cache.py:46:29:46:45""]] should not be used.","/tests/test_core/test_cache.py","46","29","46","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_helpers.py:45:20:45:36""]] should not be used.","/tests/test_core/test_helpers.py","45","20","45","36"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_models.py:32:15:32:31""]] should not be used.","/tests/test_core/test_models.py","32","15","32","31"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_models.py:54:15:54:31""]] should not be used.","/tests/test_core/test_models.py","54","15","54","31"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_models.py:62:15:62:31""]] should not be used.","/tests/test_core/test_models.py","62","15","62","31"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_models.py:91:25:91:41""]] should not be used.","/tests/test_core/test_models.py","91","25","91","41"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_models.py:100:29:100:45""]] should not be used.","/tests/test_core/test_models.py","100","29","100","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_models.py:108:25:108:41""]] should not be used.","/tests/test_core/test_models.py","108","25","108","41"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_models.py:117:29:117:45""]] should not be used.","/tests/test_core/test_models.py","117","29","117","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_core/test_storage.py:12:17:12:33""]] should not be used.","/tests/test_core/test_storage.py","12","17","12","33"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///tests/test_views.py:18:21:18:37""]] should not be used.","/tests/test_views.py","18","21","18","37"
