repoName,id,title,url_x,lockReason,timelineCount,labels,fixUrl,fixUrlCount,tf_idf,size,nameWithOwner,owner,name,url_y,description,stars,primaryLanguage,updatedAt,createdAt,issuesCount,forkCount,watchersCount,discussionsCount
OpShin/opshin,I_kwDOIuGG6s5nnrLf,Building the interval library with constant folding fails,https://github.com/OpShin/opshin/issues/189,,3,['bug'],https://github.com/OpShin/opshin/pull/190,1,1.0272748653796746,59.0,OpShin/opshin,OpShin,opshin,https://github.com/OpShin/opshin,A simple pythonic programming language for Smart Contracts on Cardano,128,Python,2024-05-28T14:40:09Z,2023-01-04T15:29:08Z,103,22,6,17
Alexey-T/CudaText,MDU6SXNzdWUzMzAyNDU0MjU=,How to [un]fold in control 'editor' w/o mouse?,https://github.com/Alexey-T/CudaText/issues/1491,,21,"['talk', 'API']",https://github.com/Alexey-T/CudaText/commit/c69fe76724c17ddc516f0daaed9dc33213f9e5f6,1,1.0271533024497117,3446.0,Alexey-T/CudaText,Alexey-T,CudaText,https://github.com/Alexey-T/CudaText,"Cross-platform text editor, written in Free Pascal",2371,Python,2024-06-13T13:38:11Z,2015-09-22T15:43:36Z,5282,163,51,14
sdispater/pendulum,MDU6SXNzdWUyODYyMTYzNTk=,Default timezone isn't utc?,https://github.com/sdispater/pendulum/issues/171,,15,[],https://github.com/sdispater/pendulum/pull/172,1,1.0242928607972588,3201.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
ecederstrand/exchangelib,MDU6SXNzdWUzOTQyMTI0NjA=,EWSDateTime.fromtimestamp returns datetime object,https://github.com/ecederstrand/exchangelib/issues/532,,2,[],https://github.com/ecederstrand/exchangelib/commit/009e39e82776f4be1a575b78ad4f974a4bd31b6c,1,1.0198880619248412,975.0,ecederstrand/exchangelib,ecederstrand,exchangelib,https://github.com/ecederstrand/exchangelib,Python client for Microsoft Exchange Web Services (EWS),1140,Python,2024-06-10T07:27:28Z,2016-03-07T19:28:36Z,1063,249,37,76
rwightman/udacity-driving-reader,MDU6SXNzdWUzNTkwMTkxOTE=,ImportError: dateutil 2.5.0 is the minimum required version,https://github.com/rwightman/udacity-driving-reader/issues/14,,2,[],https://github.com/rwightman/udacity-driving-reader/pull/15,2,1.0189018877427254,62.0,rwightman/udacity-driving-reader,rwightman,udacity-driving-reader,https://github.com/rwightman/udacity-driving-reader,Quick docker based reader for udacity rosbag self-driving dataset. Dumps to png/jpg + csv or Tensorflow examples.,163,Python,2024-01-04T16:08:00Z,2016-10-04T06:34:28Z,24,63,16,0
googleapis/google-cloud-python,MDU6SXNzdWU0Mjg5MzAwNQ==,gcloud.datastore.helpers.get_value_from_protobuf() returns naive datetimes,https://github.com/googleapis/google-cloud-python/issues/131,,94,"['type: question', 'api: datastore']",https://github.com/googleapis/google-cloud-python/pull/181,86,1.0165529447464017,1231.0,googleapis/google-cloud-python,googleapis,google-cloud-python,https://github.com/googleapis/google-cloud-python,Google Cloud Client Library for Python,4704,Python,2024-06-13T07:42:19Z,2014-01-28T15:51:47Z,3782,1498,298,3
iommirocks/iommi,I_kwDODiMhys5xbFBZ,datetime rendered always in UTC - Form and Table,https://github.com/iommirocks/iommi/issues/463,,2,[],https://github.com/iommirocks/iommi/pull/464,1,1.0098930725700046,643.0,iommirocks/iommi,iommirocks,iommi,https://github.com/iommirocks/iommi,Your first pick for a django power cord,640,Python,2024-06-12T12:34:27Z,2020-01-30T09:51:26Z,121,43,21,0
heavyai/pymapd,MDU6SXNzdWU0MjgzNDQwNTU=,Validate support for Arrow 0.13,https://github.com/heavyai/pymapd/issues/194,,3,['enhancement'],https://github.com/heavyai/pymapd/pull/195,2,1.0069780887819897,77.0,heavyai/pymapd,heavyai,pymapd,https://github.com/heavyai/pymapd,Python client for OmniSci GPU-accelerated SQL engine and analytics platform,111,Python,2024-01-04T16:15:03Z,2017-06-19T19:28:57Z,161,50,21,0
jupyter/nbgrader,MDU6SXNzdWU1NTE5MjU1NQ==,nbgrader submit should save timestamps with UTC,https://github.com/jupyter/nbgrader/issues/73,,6,"['enhancement', 'important']",https://github.com/jupyter/nbgrader/pull/143,2,1.0069536672426536,100.0,jupyter/nbgrader,jupyter,nbgrader,https://github.com/jupyter/nbgrader,A system for assigning and grading notebooks,1259,Python,2024-06-08T05:14:35Z,2014-09-13T03:27:36Z,912,314,44,33
ClickHouse/clickhouse-connect,I_kwDOG504MM5VxOOR,Insert of Pandas DataFrame loses nanoseconds,https://github.com/ClickHouse/clickhouse-connect/issues/68,,5,"['bug', 'minor']",https://github.com/ClickHouse/clickhouse-connect/pull/72,1,0.9979940259522636,420.0,ClickHouse/clickhouse-connect,ClickHouse,clickhouse-connect,https://github.com/ClickHouse/clickhouse-connect,Python driver/sqlalchemy/superset connectors,272,Python,2024-06-13T15:48:26Z,2022-02-24T20:15:16Z,200,56,10,0
sdispater/pendulum,MDU6SXNzdWUzODg5MDMxOTI=,DateTime.add(duration),https://github.com/sdispater/pendulum/issues/323,,5,[],https://github.com/gridsingularity/gsy-e/pull/1463,1,0.9960230504632686,1694.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
mozilla/bugbug,MDU6SXNzdWU4MDQ4NTEyMTc=,Show time elapsed to confirm bugs,https://github.com/mozilla/bugbug/issues/2149,,9,['ui'],https://github.com/marco-c/bugbug/commit/2ce0be2ddbfa707d10eacf0e07b4fc2115705c07,5,0.9893437426611752,35.0,mozilla/bugbug,mozilla,bugbug,https://github.com/mozilla/bugbug,Platform for Machine Learning projects on Software Engineering,492,Python,2024-06-09T22:27:40Z,2018-03-12T15:29:09Z,994,307,25,3
dcaribou/transfermarkt-datasets,I_kwDOE1kREM5wmRke,Out of bounds nanosecond timestamp,https://github.com/dcaribou/transfermarkt-datasets/issues/194,,4,"['bug', 'dataset']",https://github.com/dcaribou/transfermarkt-datasets/pull/196,2,0.9838908706708276,365.0,dcaribou/transfermarkt-datasets,dcaribou,transfermarkt-datasets,https://github.com/dcaribou/transfermarkt-datasets,"⚽️ Extract, prepare and publish Transfermarkt datasets.",194,Python,2024-06-13T10:58:34Z,2020-12-26T17:33:52Z,125,48,9,42
PaddlePaddle/ERNIE,MDU6SXNzdWU0NDA2MDUzODY=,BUG! ELMo中train.py epoch_id 缺少定义,https://github.com/PaddlePaddle/ERNIE/issues/124,,2,[],https://github.com/PaddlePaddle/ERNIE/pull/125,1,0.9830178672189424,175.0,PaddlePaddle/ERNIE,PaddlePaddle,ERNIE,https://github.com/PaddlePaddle/ERNIE,"Official implementations for various pre-training models of ERNIE-family, covering topics of Language Understanding & Generation, Multimodal Understanding & Generation, and beyond.",6225,Python,2024-06-13T04:47:35Z,2019-03-03T07:31:29Z,659,1275,197,1
aeturrell/skimpy,I_kwDOF_jRPM5rqxxL,add timedelta to the generated test data,https://github.com/aeturrell/skimpy/issues/454,,5,['enhancement'],https://github.com/aeturrell/skimpy/commit/ffd2a686b20c42a9bcc97e7f7edf5de01a56b610,2,0.9805784610863424,42.0,aeturrell/skimpy,aeturrell,skimpy,https://github.com/aeturrell/skimpy,skimpy is a light weight tool that provides summary statistics about variables in data frames within the console.,369,Python,2024-06-07T14:43:13Z,2021-09-01T19:39:56Z,42,18,10,0
airtai/faststream,I_kwDOIiXuds5lyEsf,Add timestamps in CLI commands,https://github.com/airtai/faststream/issues/282,,3,[],https://github.com/airtai/faststream/pull/283,1,0.9770156432576396,32.0,airtai/faststream,airtai,faststream,https://github.com/airtai/faststream,"FastStream is a powerful and easy-to-use Python framework for building asynchronous services interacting with event streams such as Apache Kafka, RabbitMQ, NATS and Redis.",1954,Python,2024-06-13T12:37:37Z,2022-12-01T09:46:18Z,535,92,17,65
stopstalk/stopstalk-deployment,MDU6SXNzdWUxODcxMjI1NzU=,Log the timestamp of unsubscribe,https://github.com/stopstalk/stopstalk-deployment/issues/175,,5,"['enhancement', 'help wanted', 'easy']",https://github.com/stopstalk/stopstalk-deployment/commit/f63039e84045f5e5c76d58bf148b4f9eabb9bdae,1,0.9770156432576396,34.0,stopstalk/stopstalk-deployment,stopstalk,stopstalk-deployment,https://github.com/stopstalk/stopstalk-deployment,Stop stalking and start StopStalking :wink:,314,Python,2024-06-09T21:58:53Z,2015-12-01T20:04:47Z,331,96,10,0
google/temporian,I_kwDOIyyc1s5hnqd7,sort timestamps in `from_dataframe` method,https://github.com/google/temporian/issues/59,,4,[],https://github.com/google/temporian/pull/73,2,0.9770156432576396,44.0,google/temporian,google,temporian,https://github.com/google/temporian,Temporian is an open-source Python library for preprocessing ⚡ and feature engineering 🛠 temporal data 📈 for machine learning applications 🤖,638,Python,2024-06-11T14:27:29Z,2023-01-17T18:00:40Z,54,42,11,0
influxdata/influxdb-client-python,MDU6SXNzdWU2NDM1NzAzMjg=,Support timestamp with different timezone in _convert_timestamp,https://github.com/influxdata/influxdb-client-python/issues/112,,4,['enhancement'],https://github.com/influxdata/influxdb-client-python/pull/113,2,0.9739695900270552,466.0,influxdata/influxdb-client-python,influxdata,influxdb-client-python,https://github.com/influxdata/influxdb-client-python,InfluxDB 2.0 python client,677,Python,2024-06-12T06:52:30Z,2019-06-19T08:17:20Z,378,179,27,0
SlapBot/stephanie-va,MDU6SXNzdWUyMzUwNTA1NDE=,dateutil fails to install,https://github.com/SlapBot/stephanie-va/issues/3,,4,[],https://github.com/SlapBot/stephanie-va/pull/6,1,0.9725881655726014,324.0,SlapBot/stephanie-va,SlapBot,stephanie-va,https://github.com/SlapBot/stephanie-va,Stephanie is an open-source platform built specifically for voice-controlled applications as well as to automate daily tasks imitating much of an virtual assistant's work.,801,Python,2024-05-27T13:10:33Z,2017-06-10T15:36:54Z,48,129,50,0
Mage2Gen/Mage2Gen,MDU6SXNzdWU0MTQ2ODY1NTk=,copy right year dynamic,https://github.com/Mage2Gen/Mage2Gen/issues/265,,3,['feature request'],https://github.com/Mage2Gen/Mage2Gen/pull/315,1,0.9685541690443988,25.0,Mage2Gen/Mage2Gen,Mage2Gen,Mage2Gen,https://github.com/Mage2Gen/Mage2Gen,Python library for generating Magento 2 module,686,Python,2024-06-12T08:29:26Z,2016-05-18T15:40:26Z,209,201,37,0
mozilla/experimenter,MDU6SXNzdWU2MTM1MTg1MjU=,Update copyright year,https://github.com/mozilla/experimenter/issues/2631,,4,[],https://github.com/uhlissuh/experimenter/commit/0f03014431ec1d69ab72a0267e533902023824d3,3,0.9685541690443988,32.0,mozilla/experimenter,mozilla,experimenter,https://github.com/mozilla/experimenter,A web application for managing user experiments for Mozilla Firefox.,114,Python,2024-06-13T14:03:04Z,2016-10-20T18:42:31Z,4972,175,34,0
mverleg/pyjson_tricks,MDU6SXNzdWUyOTI5OTU5MTM=,Invalid datetime decoding,https://github.com/mverleg/pyjson_tricks/issues/41,,7,[],https://github.com/mverleg/pyjson_tricks/commit/3fda9791a8bb39f966ae4e88e9e9555f2646917e,2,0.96516975409159,1250.0,mverleg/pyjson_tricks,mverleg,pyjson_tricks,https://github.com/mverleg/pyjson_tricks,"Extra features for Python's JSON: comments, order, numpy, pandas, datetimes, and many more! Simple but customizable.",154,Python,2024-01-04T16:01:54Z,2015-11-05T15:08:05Z,73,21,12,0
google/timesketch,I_kwDOAUCV9c5BNQu8,Update FormatTimestamp filter to handle nanosecond precision timestamps,https://github.com/google/timesketch/issues/2093,,5,['Bug'],https://github.com/google/timesketch/pull/2132,2,0.9640126302369968,509.0,google/timesketch,google,timesketch,https://github.com/google/timesketch,Collaborative forensic timeline analysis,2518,Python,2024-06-13T14:06:11Z,2014-06-19T17:49:45Z,1305,577,137,48
edgedb/edgedb,MDU6SXNzdWU1NTA1Njc4NTg=,Documentation on std::duration is outdated,https://github.com/edgedb/edgedb/issues/1112,,9,"['documentation', 'high priority']",https://github.com/edgedb/edgedb/commit/f447b154164dd83dc70cf7454b72e9199d31f314,5,0.9626699914822442,342.0,edgedb/edgedb,edgedb,edgedb,https://github.com/edgedb/edgedb,"A graph-relational database with declarative schema, built-in migration system, and a next-generation query language",12712,Python,2024-06-13T15:41:01Z,2017-06-29T20:30:48Z,2304,390,102,412
dstackai/dstack,I_kwDOGnypAs6BKXcx,Change default idle duration for `dstack pool add`,https://github.com/dstackai/dstack/issues/964,,3,[],https://github.com/dstackai/dstack/pull/965,1,0.9617110046747488,67.0,dstackai/dstack,dstackai,dstack,https://github.com/dstackai/dstack,An open-source container orchestration engine for running AI workloads in any cloud or data center. https://discord.gg/u8SmfwPpMd,1152,Python,2024-06-13T15:20:57Z,2022-01-04T10:29:46Z,711,81,11,0
keephq/keep,I_kwDOI50pMM5eV1md,Use Cases / Datetime,https://github.com/keephq/keep/issues/28,,3,[],https://github.com/keephq/keep/pull/36,1,0.958397558644437,86.0,keephq/keep,keephq,keep,https://github.com/keephq/keep,The open-source alert management and AIOps platform,3026,Python,2024-06-13T15:42:03Z,2023-02-04T18:43:27Z,292,183,18,6
matnad/pollmaster,MDU6SXNzdWU0MDg5MTk1NDA=,Some Timezones don't work,https://github.com/matnad/pollmaster/issues/1,,8,"['bug', 'good first issue']",https://github.com/matnad/pollmaster/commit/1cff89cf718801734efecfc78cea2aadf5c4830e,2,0.9537363305002736,305.0,matnad/pollmaster,matnad,pollmaster,https://github.com/matnad/pollmaster,Discord Bot for creating and managing polls and votes,103,Python,2024-03-09T13:44:01Z,2019-02-08T15:25:28Z,66,52,15,0
sukeesh/Jarvis,I_kwDOBQr3Ps6KEsmJ,Add tests for Leap Year plugin,https://github.com/sukeesh/Jarvis/issues/1179,,4,[],https://github.com/sukeesh/Jarvis/pull/1180,2,0.9493384924479829,193.0,sukeesh/Jarvis,sukeesh,Jarvis,https://github.com/sukeesh/Jarvis,Personal Assistant for Linux and macOS,2905,Python,2024-06-13T03:48:17Z,2017-03-10T22:09:14Z,470,1014,127,0
sukeesh/Jarvis,I_kwDOBQr3Ps6KEsmJ,Add tests for Leap Year plugin,https://github.com/sukeesh/Jarvis/issues/1179,,3,[],https://github.com/sukeesh/Jarvis/commit/6077dc93d288d12ee05ad64d9cb7d53b24c4d3f5,1,0.9493384924479829,193.0,sukeesh/Jarvis,sukeesh,Jarvis,https://github.com/sukeesh/Jarvis,Personal Assistant for Linux and macOS,2905,Python,2024-06-13T03:48:17Z,2017-03-10T22:09:14Z,470,1014,127,0
ICB-DCM/pyABC,MDU6SXNzdWU0MzE0NTY4NTY=,Confidence intervals -> credible intervals,https://github.com/ICB-DCM/pyABC/issues/100,,6,"['good first issue', 'visualization']",https://github.com/ICB-DCM/pyABC/pull/120,2,0.9480472762994056,165.0,ICB-DCM/pyABC,ICB-DCM,pyABC,https://github.com/ICB-DCM/pyABC,"distributed, likelihood-free inference",200,Python,2024-05-31T14:40:40Z,2017-07-12T10:30:10Z,280,42,6,9
SecurityInnovation/PGPy,I_kwDOASLH4s5QY9H-,"PGPy produces timezone-naive datetime objects, but should create timezone-aware objects (all with TZ=UTC)",https://github.com/SecurityInnovation/PGPy/issues/401,,3,[],https://github.com/dkg/PGPy/commit/c880d729023c24b3a74d44d9c904b51607f21949,3,0.9480318753441652,355.0,SecurityInnovation/PGPy,SecurityInnovation,PGPy,https://github.com/SecurityInnovation/PGPy,Pretty Good Privacy for Python,306,Python,2024-06-06T17:42:36Z,2014-04-23T04:11:34Z,306,96,27,0
Bears-R-Us/arkouda,I_kwDOCo9iIc5sA3II,datetime columns in dataframe display bug,https://github.com/Bears-R-Us/arkouda/issues/2596,,6,['bug'],https://github.com/stress-tess/arkouda/commit/e7eb559ba6de05c33859804b552bc016e964e76c,4,0.9473247674243096,3315.0,Bears-R-Us/arkouda,Bears-R-Us,arkouda,https://github.com/Bears-R-Us/arkouda,Arkouda (αρκούδα): Interactive Data Analytics at Supercomputing Scale :bear:,228,Python,2024-06-12T23:56:40Z,2019-03-22T15:51:38Z,1628,85,28,0
SamR1/FitTrackee,I_kwDOBS-Yv85U2uv2,Segments duration is displayed with microseconds,https://github.com/SamR1/FitTrackee/issues/247,,9,"['bug', 'api', 'v0.7.x']",https://github.com/SamR1/FitTrackee/pull/251,1,0.9438934635477612,95.0,SamR1/FitTrackee,SamR1,FitTrackee,https://github.com/SamR1/FitTrackee,Self-hosted outdoor activity tracker :bicyclist:,627,Python,2024-06-12T14:35:39Z,2017-04-02T18:08:29Z,269,37,18,0
ApeWorX/ape,I_kwDOE3sws85FqrMv,Add `timedelta` to `chain.mine`,https://github.com/ApeWorX/ape/issues/569,,6,"['category: feature', 'good first issue', 'help wanted']",https://github.com/ApeWorX/ape/pull/585,2,0.9436009592259772,295.0,ApeWorX/ape,ApeWorX,ape,https://github.com/ApeWorX/ape,"The smart contract development tool for Pythonistas, Data Scientists, and Security Professionals",838,Python,2024-06-13T16:05:39Z,2021-01-05T00:18:22Z,698,124,15,9
ni/nimi-python,MDU6SXNzdWUyNzk4NTA2NDE=,Use Python timedelta and datetime whenever appropriate,https://github.com/ni/nimi-python/issues/659,,14,"['enhancement', 'API', 'priority-high', 'source-breaker', 'api-review']",https://github.com/ni/nimi-python/pull/704,3,0.9400490523278364,330.0,ni/nimi-python,ni,nimi-python,https://github.com/ni/nimi-python,Python bindings for NI Modular Instrument drivers.,110,Python,2024-05-08T20:33:18Z,2017-05-11T20:24:33Z,879,83,18,17
IronLanguages/ironpython3,MDU6SXNzdWU4MjM5OTI2MDk=,time.strftime does not implement %z and %Z,https://github.com/IronLanguages/ironpython3/issues/1121,,2,[],https://github.com/IronLanguages/ironpython3/pull/1702,1,0.9385345997972044,404.0,IronLanguages/ironpython3,IronLanguages,ironpython3,https://github.com/IronLanguages/ironpython3,Implementation of Python 3.x for .NET Framework that is built on top of the Dynamic Language Runtime.,2402,Python,2024-06-13T07:11:10Z,2014-02-27T21:50:49Z,619,283,141,39
freach/udatetime,MDU6SXNzdWUxODQwMTYzNjk=,Mismatch in behavior between C and PyPy version when converting datetime to string,https://github.com/freach/udatetime/issues/14,,4,['bug'],https://github.com/freach/udatetime/commit/08f95c233188a6a3d316e9905cfb3379278376f5,2,0.9380555995615508,854.0,freach/udatetime,freach,udatetime,https://github.com/freach/udatetime,Fast RFC3339 compliant Python date-time library,241,Python,2024-05-31T17:07:42Z,2016-07-29T09:18:10Z,28,27,7,0
googleapis/python-api-core,I_kwDODYehSM50dqG-,utcnow is deprecated in python3.12,https://github.com/googleapis/python-api-core/issues/540,,9,['priority: p2'],https://github.com/DouglasBlackwood/python-api-core/commit/15b044abfc49cb921294b93bad28101001dca851,6,0.9359802834702894,399.0,googleapis/python-api-core,googleapis,python-api-core,https://github.com/googleapis/python-api-core,,112,Python,2024-06-10T08:33:21Z,2019-12-10T00:08:56Z,183,80,42,0
googleapis/python-storage,I_kwDODYeh_850oasG,utcnow is deprecated in python3.12,https://github.com/googleapis/python-storage/issues/1171,,3,['api: storage'],https://github.com/googleapis/python-storage/pull/1215,2,0.9359802834702894,396.0,googleapis/python-storage,googleapis,python-storage,https://github.com/googleapis/python-storage,,420,Python,2024-06-11T16:55:18Z,2019-12-10T00:10:14Z,500,151,48,0
dateutil/dateutil,MDU6SXNzdWU5ODEwMDYyMjI=,last day of the month is wrong??,https://github.com/dateutil/dateutil/issues/1167,,3,[],https://github.com/dateutil/dateutil/pull/1170,1,0.9356910032162437,1093.0,dateutil/dateutil,dateutil,dateutil,https://github.com/dateutil/dateutil,Useful extensions to the standard Python datetime features,2266,Python,2024-06-10T19:57:22Z,2014-11-19T18:56:16Z,721,481,46,0
dateutil/dateutil,MDU6SXNzdWU5ODEwMDYyMjI=,last day of the month is wrong??,https://github.com/dateutil/dateutil/issues/1167,,5,[],https://github.com/dateutil/dateutil/pull/1168,3,0.9356910032162437,1093.0,dateutil/dateutil,dateutil,dateutil,https://github.com/dateutil/dateutil,Useful extensions to the standard Python datetime features,2266,Python,2024-06-10T19:57:22Z,2014-11-19T18:56:16Z,721,481,46,0
modin-project/modin,MDU6SXNzdWU2ODAxODE3NzM=,[FEAT] Add import from arrow table,https://github.com/modin-project/modin/issues/1925,,8,['HDK'],https://github.com/modin-project/modin/pull/1913,5,0.923063248050157,36.0,modin-project/modin,modin-project,modin,https://github.com/modin-project/modin,Modin: Scale your Pandas workflows by changing a single line of code,9549,Python,2024-06-13T13:49:31Z,2018-06-21T21:35:05Z,4128,646,114,14
python/typeshed,MDU6SXNzdWU5MDE0ODM4MTY=,Invalid typing for datetime.timedelta.__init__?,https://github.com/python/typeshed/issues/5529,,2,[],https://github.com/python/typeshed/pull/5532,2,0.9213960365109276,1377.0,python/typeshed,python,typeshed,https://github.com/python/typeshed,"Collection of library stubs for Python, with static types",4139,Python,2024-06-13T06:35:18Z,2015-03-05T04:51:28Z,2486,1673,76,0
kayak/pypika,MDU6SXNzdWU1ODg0NDk5MzU=,Interval produces invalid sql for units with 0 values,https://github.com/kayak/pypika/issues/389,,2,[],https://github.com/kayak/pypika/pull/391,2,0.919020434457154,551.0,kayak/pypika,kayak,pypika,https://github.com/kayak/pypika,PyPika is a python SQL query builder that exposes the full richness of the SQL language using a syntax that reflects the resulting query. PyPika excels at all sorts of SQL queries but is especially useful for data analysis.,2407,Python,2024-06-12T13:40:34Z,2016-07-06T14:08:50Z,427,290,37,0
tobymao/sqlglot,I_kwDOFLMIJc5jv4ZB,Trino/Presto doesn't have `week` interval unit,https://github.com/tobymao/sqlglot/issues/1439,,4,[],https://github.com/tobymao/sqlglot/pull/1442,4,0.9163645045659294,417.0,tobymao/sqlglot,tobymao,sqlglot,https://github.com/tobymao/sqlglot,Python SQL Parser and Transpiler,5871,Python,2024-06-13T15:33:11Z,2021-03-13T05:01:56Z,1508,595,37,150
tobymao/sqlglot,I_kwDOFLMIJc5jv4ZB,Trino/Presto doesn't have `week` interval unit,https://github.com/tobymao/sqlglot/issues/1439,,2,[],https://github.com/tobymao/sqlglot/pull/1442,2,0.9163645045659294,417.0,tobymao/sqlglot,tobymao,sqlglot,https://github.com/tobymao/sqlglot,Python SQL Parser and Transpiler,5871,Python,2024-06-13T15:33:11Z,2021-03-13T05:01:56Z,1508,595,37,150
MarshalX/yandex-music-api,MDU6SXNzdWU1MDA5NDI2OTY=,Задокументировать класс Day,https://github.com/MarshalX/yandex-music-api/issues/96,,4,[],https://github.com/MarshalX/yandex-music-api/pull/253,2,0.9148562902067444,323.0,MarshalX/yandex-music-api,MarshalX,yandex-music-api,https://github.com/MarshalX/yandex-music-api,Неофициальная Python библиотека для работы с API сервиса Яндекс.Музыка,873,Python,2024-06-06T11:50:56Z,2019-05-06T20:59:04Z,353,80,27,28
sharebook-kr/pykrx,MDU6SXNzdWU3ODk4MTc0NTQ=,get_business_days,https://github.com/sharebook-kr/pykrx/issues/48,,8,"['bug', 'good first issue', 'closing-candidate']",https://github.com/sharebook-kr/pykrx/commit/a95fa72e53d237ac58ef8a047e96217c43f97673,2,0.9148374833936748,885.0,sharebook-kr/pykrx,sharebook-kr,pykrx,https://github.com/sharebook-kr/pykrx,KRX 주식 정보 스크래핑,647,Python,2024-06-01T09:17:18Z,2018-12-12T17:09:14Z,158,219,24,0
python/typeshed,MDU6SXNzdWUxNzg3MjIwMzA=,tzinfo vs. timestamp type for timezone.utc,https://github.com/python/typeshed/issues/567,,7,[],https://github.com/python/typeshed/pull/568,1,0.9126549311097036,1237.0,python/typeshed,python,typeshed,https://github.com/python/typeshed,"Collection of library stubs for Python, with static types",4139,Python,2024-06-13T06:35:18Z,2015-03-05T04:51:28Z,2486,1673,76,0
vacanza/python-holidays,I_kwDOAWNJ8848PiO5,Value Error when setting years,https://github.com/vacanza/python-holidays/issues/527,,7,[],https://github.com/vacanza/python-holidays/pull/528,2,0.9049516978746172,9358.0,vacanza/python-holidays,vacanza,python-holidays,https://github.com/vacanza/python-holidays,Generate and work with holidays in Python,1375,Python,2024-06-12T23:21:36Z,2014-08-24T15:17:18Z,537,443,17,14
kennethreitz/maya,MDU6SXNzdWUzMzg2NjU3NTk=,Update for compatibility with pendulum 2,https://github.com/kennethreitz/maya/issues/160,,4,[],https://github.com/kennethreitz/maya/pull/161,4,0.9029377378568104,184.0,kennethreitz/maya,kennethreitz,maya,https://github.com/kennethreitz/maya,Datetimes for Humans™,3407,Python,2024-06-10T07:02:49Z,2016-12-16T00:16:04Z,94,199,69,0
Alexey-T/CudaText,MDU6SXNzdWUxNDg2MDAzNTA=,"(wish) New command ""Toggle folding for cur line""",https://github.com/Alexey-T/CudaText/issues/402,,2,['enhancement'],https://github.com/Alexey-T/CudaText/commit/5b915f1083849918a646269d61de643cd40e7cb6,1,0.9011816710171996,295.0,Alexey-T/CudaText,Alexey-T,CudaText,https://github.com/Alexey-T/CudaText,"Cross-platform text editor, written in Free Pascal",2371,Python,2024-06-13T13:38:11Z,2015-09-22T15:43:36Z,5282,163,51,14
jupyter-server/jupyter_server,I_kwDOBBqROs5qkBwl,datetime.datetime.utcnow() and datetime.datetime.utcfromtimestamp() are deprecated in Python 3.12,https://github.com/jupyter-server/jupyter_server/issues/1296,,7,['bug'],https://github.com/jupyter-server/jupyter_server/pull/1353,2,0.8996655221665097,3303.0,jupyter-server/jupyter_server,jupyter-server,jupyter_server,https://github.com/jupyter-server/jupyter_server,"The backend—i.e. core services, APIs, and REST endpoints—to Jupyter web applications.",461,Python,2024-06-13T10:42:30Z,2016-09-21T19:18:45Z,436,273,38,5
tobymao/sqlglot,I_kwDOFLMIJc6D-kBe,DuckDB STRFTIME arguments incorrectly ordered ,https://github.com/tobymao/sqlglot/issues/3240,,2,[],https://github.com/tobymao/sqlglot/pull/3242,2,0.8975814958153644,981.0,tobymao/sqlglot,tobymao,sqlglot,https://github.com/tobymao/sqlglot,Python SQL Parser and Transpiler,5871,Python,2024-06-13T15:33:11Z,2021-03-13T05:01:56Z,1508,595,37,150
vacanza/python-holidays,I_kwDOAWNJ886GhF-a,Mississippi Holiday - Confederate Memorial Day - Calculation incorrect,https://github.com/vacanza/python-holidays/issues/1774,,7,[],https://github.com/vacanza/python-holidays/pull/1775,2,0.8971165924625785,1326.0,vacanza/python-holidays,vacanza,python-holidays,https://github.com/vacanza/python-holidays,Generate and work with holidays in Python,1375,Python,2024-06-12T23:21:36Z,2014-08-24T15:17:18Z,537,443,17,14
LeastAuthority/kubetop,MDU6SXNzdWUyMjEwMjM4NDY=,Render minutes into the timestamp,https://github.com/LeastAuthority/kubetop/issues/9,,2,[],https://github.com/LeastAuthority/kubetop/pull/10,2,0.8961939922231662,83.0,LeastAuthority/kubetop,LeastAuthority,kubetop,https://github.com/LeastAuthority/kubetop,A top(1)-like tool for Kubernetes.,176,Python,2024-01-03T14:14:44Z,2017-04-07T15:50:31Z,41,14,7,0
websauna/websauna,MDU6SXNzdWUyOTM1NTQ1Mjc=,UTCDateTime timezone usage is incorrect,https://github.com/websauna/websauna/issues/162,,3,['bug'],https://github.com/websauna/websauna/commit/2be09f0b50d03590b5ff848247adf5a09af5224a,1,0.8941332597542138,730.0,websauna/websauna,websauna,websauna,https://github.com/websauna/websauna,Websauna is a full stack Python web framework for building web services and back offices with admin interface and sign up process,264,Python,2024-03-28T13:39:18Z,2016-01-16T12:55:54Z,103,55,34,0
ranaroussi/yfinance,I_kwDOBXsF_M5UiAAm,"Bug: ""Cannot infer dst time""",https://github.com/ranaroussi/yfinance/issues/1100,,2,[],https://github.com/ranaroussi/yfinance/pull/1101,1,0.8902977762984978,251.0,ranaroussi/yfinance,ranaroussi,yfinance,https://github.com/ranaroussi/yfinance,Download market data from Yahoo! Finance's API,12242,Python,2024-06-13T13:57:52Z,2017-05-21T10:16:15Z,1282,2230,241,79
